embedding	source	sample	reproductive_state	component_1	component_2
separate_pca	Reanalysis	Ma_At_2	Abdominal Tip	-78.49271952847349	-11.8976743194868
separate_pca	Reanalysis	Ma_At_3	Abdominal Tip	-82.15626732120312	-14.363927109748003
separate_pca	Reanalysis	Ma_Br_1	Brain	96.27739385385006	70.40255137818554
separate_pca	Reanalysis	Ma_Br_2	Brain	100.06122985783591	69.21529564744247
separate_pca	Reanalysis	Ma_Br_3	Brain	102.74771304314156	69.79550199048171
separate_pca	Reanalysis	Ma_FL_1	Forelegs	-12.742913129301819	-14.157979907512468
separate_pca	Reanalysis	Ma_FL_2	Forelegs	-18.568874132565217	-13.864003072103982
separate_pca	Reanalysis	Ma_FL_3	Forelegs	-14.733559206433307	-12.7402580865919
separate_pca	Reanalysis	Ma_HL_1	Hindlegs	-20.787218108472295	-13.438675659303167
separate_pca	Reanalysis	Ma_HL_2	Hindlegs	-20.51067455766804	-13.07826210317851
separate_pca	Reanalysis	Ma_HL_3	Hindlegs	-21.203255584669314	-14.020808950641799
separate_pca	Reanalysis	Ma_HL_4	Hindlegs	-29.25589474579168	-7.298509164881438
separate_pca	Reanalysis	Ma_HL_5	Hindlegs	-33.681353671186436	-10.316978814814389
separate_pca	Reanalysis	Ma_ML_1	Midlegs	-19.274319133250803	-13.123363668743677
separate_pca	Reanalysis	Ma_ML_2	Midlegs	-11.130822032037313	-15.058778192958123
separate_pca	Reanalysis	Ma_ML_3	Midlegs	-13.611460181961007	-14.192160088768608
separate_pca	Reanalysis	Ma_Rs_1	Rostrum	-4.350264394719754	20.292642535885157
separate_pca	Reanalysis	Ma_Rs_2	Rostrum	-6.300110322735555	23.240904104930554
separate_pca	Reanalysis	Ma_Rs_3	Rostrum	-17.827442158052644	15.786177898311122
procrustes_aligned_separate_pca	Published	Fe_An_BF_1	Antenna	0.02445767049929919	0.04134712155919564
procrustes_aligned_separate_pca	Published	Fe_An_BF_2	Antenna	0.027278353768438797	0.038293438904512506
procrustes_aligned_separate_pca	Published	Fe_An_BF_3	Antenna	0.0331059613584743	0.04099332108815205
procrustes_aligned_separate_pca	Published	Fe_An_BF_4	Antenna	0.023792059820160392	0.03861055625191935
procrustes_aligned_separate_pca	Published	Fe_An_O_2	Antenna	0.022983085712578805	0.039231810242478404
procrustes_aligned_separate_pca	Published	Fe_An_O_3	Antenna	0.025994205034757176	0.04088437974252181
procrustes_aligned_separate_pca	Published	Fe_An_O_4	Antenna	0.02291902947149697	0.03884955771181115
procrustes_aligned_separate_pca	Published	Fe_An_SF_1	Antenna	0.03867579394510608	0.039585096072535055
procrustes_aligned_separate_pca	Published	Fe_An_SF_2	Antenna	-0.017390341127766957	0.029477582778533132
procrustes_aligned_separate_pca	Published	Fe_An_SF_3	Antenna	-0.014258344428068241	0.030134468422506555
procrustes_aligned_separate_pca	Published	Fe_An_SF_4	Antenna	-0.002013580329213911	0.03239222408166313
procrustes_aligned_separate_pca	Published	Fe_An_SF_5	Antenna	0.03201850615977938	0.04407487803914106
procrustes_aligned_separate_pca	Published	Fe_An_SF_6	Antenna	0.03408628236191058	0.04157792619781021
procrustes_aligned_separate_pca	Published	Fe_An_SF_7	Antenna	0.03548261981839146	0.04236770096723904
procrustes_aligned_separate_pca	Published	Fe_An_SF_8	Antenna	0.03866106939361116	0.04550939390915944
procrustes_aligned_separate_pca	Published	Fe_At_O_1	Abdominal Tip	-0.012344486846156189	-0.04084590836662466
procrustes_aligned_separate_pca	Published	Fe_At_O_2	Abdominal Tip	-0.04121968908375985	-0.03889726555369042
procrustes_aligned_separate_pca	Published	Fe_At_O_3	Abdominal Tip	-0.03655732107335094	-0.04384299383928068
procrustes_aligned_separate_pca	Published	Fe_At_O_4	Abdominal Tip	-0.02439537357677128	-0.05015864964002824
procrustes_aligned_separate_pca	Published	Fe_At_O_5	Abdominal Tip	-0.026679310218377494	-0.04952904669588844
