contrast_id	dataset_key	variable	reference	target	result_file	method
Fe_Pa_SF_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_An_BF.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_An_O	atlas	condition	Fe_An_O	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_An_O.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_An_SF.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_At_O	atlas	condition	Fe_At_O	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_At_O.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_At_SF.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_Br_BF.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_Br_O.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_Br_SF.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_FL_O.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_FL_SF.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_HL_BF.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_HL_O.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_HL_SF	atlas	condition	Fe_HL_SF	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_HL_SF.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_ML_O	atlas	condition	Fe_ML_O	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_ML_O.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_ML_SF	atlas	condition	Fe_ML_SF	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_ML_SF.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_Os_SF	atlas	condition	Fe_Os_SF	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_Os_SF.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_Ov_O	atlas	condition	Fe_Ov_O	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_Ov_O.tsv.gz	DESeq2
Fe_Pa_SF_vs_Fe_Ov_SF	atlas	condition	Fe_Ov_SF	Fe_Pa_SF	DE_Fe_Pa_SF_vs_Fe_Ov_SF.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_An_BF.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_An_O	atlas	condition	Fe_An_O	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_An_O.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_An_SF.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_At_O	atlas	condition	Fe_At_O	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_At_O.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_At_SF.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_Br_BF.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_Br_O.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_Br_SF.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_FL_O.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_FL_SF.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_HL_BF.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_HL_O.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_HL_SF	atlas	condition	Fe_HL_SF	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_HL_SF.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_ML_O	atlas	condition	Fe_ML_O	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_ML_O.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_ML_SF	atlas	condition	Fe_ML_SF	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_ML_SF.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_Os_SF	atlas	condition	Fe_Os_SF	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_Os_SF.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_Ov_O	atlas	condition	Fe_Ov_O	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_Ov_O.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_Ov_SF	atlas	condition	Fe_Ov_SF	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_Ov_SF.tsv.gz	DESeq2
Fe_Rs_BF_vs_Fe_Pa_SF	atlas	condition	Fe_Pa_SF	Fe_Rs_BF	DE_Fe_Rs_BF_vs_Fe_Pa_SF.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_An_BF.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_An_O	atlas	condition	Fe_An_O	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_An_O.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_An_SF.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_At_O	atlas	condition	Fe_At_O	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_At_O.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_At_SF.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_Br_BF.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_Br_O.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_Br_SF.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_FL_O.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_FL_SF.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_HL_BF.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_HL_O.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_HL_SF	atlas	condition	Fe_HL_SF	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_HL_SF.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_ML_O	atlas	condition	Fe_ML_O	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_ML_O.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_ML_SF	atlas	condition	Fe_ML_SF	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_ML_SF.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_Os_SF	atlas	condition	Fe_Os_SF	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_Os_SF.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_Ov_O	atlas	condition	Fe_Ov_O	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_Ov_O.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_Ov_SF	atlas	condition	Fe_Ov_SF	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_Ov_SF.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_Pa_SF	atlas	condition	Fe_Pa_SF	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_Pa_SF.tsv.gz	DESeq2
Fe_Rs_SF_vs_Fe_Rs_BF	atlas	condition	Fe_Rs_BF	Fe_Rs_SF	DE_Fe_Rs_SF_vs_Fe_Rs_BF.tsv.gz	DESeq2
Ma_An_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Ma_An	DE_Ma_An_vs_Fe_An_BF.tsv.gz	DESeq2
Ma_An_vs_Fe_An_O	atlas	condition	Fe_An_O	Ma_An	DE_Ma_An_vs_Fe_An_O.tsv.gz	DESeq2
Ma_An_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Ma_An	DE_Ma_An_vs_Fe_An_SF.tsv.gz	DESeq2
Ma_An_vs_Fe_At_O	atlas	condition	Fe_At_O	Ma_An	DE_Ma_An_vs_Fe_At_O.tsv.gz	DESeq2
Ma_An_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Ma_An	DE_Ma_An_vs_Fe_At_SF.tsv.gz	DESeq2
Ma_An_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Ma_An	DE_Ma_An_vs_Fe_Br_BF.tsv.gz	DESeq2
Ma_An_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Ma_An	DE_Ma_An_vs_Fe_Br_O.tsv.gz	DESeq2
Ma_An_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Ma_An	DE_Ma_An_vs_Fe_Br_SF.tsv.gz	DESeq2
Ma_An_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Ma_An	DE_Ma_An_vs_Fe_FL_O.tsv.gz	DESeq2
Ma_An_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Ma_An	DE_Ma_An_vs_Fe_FL_SF.tsv.gz	DESeq2
Ma_An_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Ma_An	DE_Ma_An_vs_Fe_HL_BF.tsv.gz	DESeq2
Ma_An_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Ma_An	DE_Ma_An_vs_Fe_HL_O.tsv.gz	DESeq2
Ma_An_vs_Fe_HL_SF	atlas	condition	Fe_HL_SF	Ma_An	DE_Ma_An_vs_Fe_HL_SF.tsv.gz	DESeq2
Ma_An_vs_Fe_ML_O	atlas	condition	Fe_ML_O	Ma_An	DE_Ma_An_vs_Fe_ML_O.tsv.gz	DESeq2
Ma_An_vs_Fe_ML_SF	atlas	condition	Fe_ML_SF	Ma_An	DE_Ma_An_vs_Fe_ML_SF.tsv.gz	DESeq2
Ma_An_vs_Fe_Os_SF	atlas	condition	Fe_Os_SF	Ma_An	DE_Ma_An_vs_Fe_Os_SF.tsv.gz	DESeq2
Ma_An_vs_Fe_Ov_O	atlas	condition	Fe_Ov_O	Ma_An	DE_Ma_An_vs_Fe_Ov_O.tsv.gz	DESeq2
Ma_An_vs_Fe_Ov_SF	atlas	condition	Fe_Ov_SF	Ma_An	DE_Ma_An_vs_Fe_Ov_SF.tsv.gz	DESeq2
Ma_An_vs_Fe_Pa_SF	atlas	condition	Fe_Pa_SF	Ma_An	DE_Ma_An_vs_Fe_Pa_SF.tsv.gz	DESeq2
Ma_An_vs_Fe_Rs_BF	atlas	condition	Fe_Rs_BF	Ma_An	DE_Ma_An_vs_Fe_Rs_BF.tsv.gz	DESeq2
Ma_An_vs_Fe_Rs_SF	atlas	condition	Fe_Rs_SF	Ma_An	DE_Ma_An_vs_Fe_Rs_SF.tsv.gz	DESeq2
Ma_At_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Ma_At	DE_Ma_At_vs_Fe_An_BF.tsv.gz	DESeq2
Ma_At_vs_Fe_An_O	atlas	condition	Fe_An_O	Ma_At	DE_Ma_At_vs_Fe_An_O.tsv.gz	DESeq2
Ma_At_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Ma_At	DE_Ma_At_vs_Fe_An_SF.tsv.gz	DESeq2
Ma_At_vs_Fe_At_O	atlas	condition	Fe_At_O	Ma_At	DE_Ma_At_vs_Fe_At_O.tsv.gz	DESeq2
Ma_At_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Ma_At	DE_Ma_At_vs_Fe_At_SF.tsv.gz	DESeq2
Ma_At_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Ma_At	DE_Ma_At_vs_Fe_Br_BF.tsv.gz	DESeq2
Ma_At_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Ma_At	DE_Ma_At_vs_Fe_Br_O.tsv.gz	DESeq2
Ma_At_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Ma_At	DE_Ma_At_vs_Fe_Br_SF.tsv.gz	DESeq2
Ma_At_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Ma_At	DE_Ma_At_vs_Fe_FL_O.tsv.gz	DESeq2
Ma_At_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Ma_At	DE_Ma_At_vs_Fe_FL_SF.tsv.gz	DESeq2
Ma_At_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Ma_At	DE_Ma_At_vs_Fe_HL_BF.tsv.gz	DESeq2
Ma_At_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Ma_At	DE_Ma_At_vs_Fe_HL_O.tsv.gz	DESeq2
Ma_At_vs_Fe_HL_SF	atlas	condition	Fe_HL_SF	Ma_At	DE_Ma_At_vs_Fe_HL_SF.tsv.gz	DESeq2
Ma_At_vs_Fe_ML_O	atlas	condition	Fe_ML_O	Ma_At	DE_Ma_At_vs_Fe_ML_O.tsv.gz	DESeq2
Ma_At_vs_Fe_ML_SF	atlas	condition	Fe_ML_SF	Ma_At	DE_Ma_At_vs_Fe_ML_SF.tsv.gz	DESeq2
Ma_At_vs_Fe_Os_SF	atlas	condition	Fe_Os_SF	Ma_At	DE_Ma_At_vs_Fe_Os_SF.tsv.gz	DESeq2
Ma_At_vs_Fe_Ov_O	atlas	condition	Fe_Ov_O	Ma_At	DE_Ma_At_vs_Fe_Ov_O.tsv.gz	DESeq2
Ma_At_vs_Fe_Ov_SF	atlas	condition	Fe_Ov_SF	Ma_At	DE_Ma_At_vs_Fe_Ov_SF.tsv.gz	DESeq2
Ma_At_vs_Fe_Pa_SF	atlas	condition	Fe_Pa_SF	Ma_At	DE_Ma_At_vs_Fe_Pa_SF.tsv.gz	DESeq2
Ma_At_vs_Fe_Rs_BF	atlas	condition	Fe_Rs_BF	Ma_At	DE_Ma_At_vs_Fe_Rs_BF.tsv.gz	DESeq2
Ma_At_vs_Fe_Rs_SF	atlas	condition	Fe_Rs_SF	Ma_At	DE_Ma_At_vs_Fe_Rs_SF.tsv.gz	DESeq2
Ma_At_vs_Ma_An	atlas	condition	Ma_An	Ma_At	DE_Ma_At_vs_Ma_An.tsv.gz	DESeq2
Ma_Br_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Ma_Br	DE_Ma_Br_vs_Fe_An_BF.tsv.gz	DESeq2
Ma_Br_vs_Fe_An_O	atlas	condition	Fe_An_O	Ma_Br	DE_Ma_Br_vs_Fe_An_O.tsv.gz	DESeq2
Ma_Br_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Ma_Br	DE_Ma_Br_vs_Fe_An_SF.tsv.gz	DESeq2
Ma_Br_vs_Fe_At_O	atlas	condition	Fe_At_O	Ma_Br	DE_Ma_Br_vs_Fe_At_O.tsv.gz	DESeq2
Ma_Br_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Ma_Br	DE_Ma_Br_vs_Fe_At_SF.tsv.gz	DESeq2
Ma_Br_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Ma_Br	DE_Ma_Br_vs_Fe_Br_BF.tsv.gz	DESeq2
Ma_Br_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Ma_Br	DE_Ma_Br_vs_Fe_Br_O.tsv.gz	DESeq2
Ma_Br_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Ma_Br	DE_Ma_Br_vs_Fe_Br_SF.tsv.gz	DESeq2
Ma_Br_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Ma_Br	DE_Ma_Br_vs_Fe_FL_O.tsv.gz	DESeq2
Ma_Br_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Ma_Br	DE_Ma_Br_vs_Fe_FL_SF.tsv.gz	DESeq2
Ma_Br_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Ma_Br	DE_Ma_Br_vs_Fe_HL_BF.tsv.gz	DESeq2
Ma_Br_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Ma_Br	DE_Ma_Br_vs_Fe_HL_O.tsv.gz	DESeq2
Ma_Br_vs_Fe_HL_SF	atlas	condition	Fe_HL_SF	Ma_Br	DE_Ma_Br_vs_Fe_HL_SF.tsv.gz	DESeq2
Ma_Br_vs_Fe_ML_O	atlas	condition	Fe_ML_O	Ma_Br	DE_Ma_Br_vs_Fe_ML_O.tsv.gz	DESeq2
Ma_Br_vs_Fe_ML_SF	atlas	condition	Fe_ML_SF	Ma_Br	DE_Ma_Br_vs_Fe_ML_SF.tsv.gz	DESeq2
Ma_Br_vs_Fe_Os_SF	atlas	condition	Fe_Os_SF	Ma_Br	DE_Ma_Br_vs_Fe_Os_SF.tsv.gz	DESeq2
Ma_Br_vs_Fe_Ov_O	atlas	condition	Fe_Ov_O	Ma_Br	DE_Ma_Br_vs_Fe_Ov_O.tsv.gz	DESeq2
Ma_Br_vs_Fe_Ov_SF	atlas	condition	Fe_Ov_SF	Ma_Br	DE_Ma_Br_vs_Fe_Ov_SF.tsv.gz	DESeq2
Ma_Br_vs_Fe_Pa_SF	atlas	condition	Fe_Pa_SF	Ma_Br	DE_Ma_Br_vs_Fe_Pa_SF.tsv.gz	DESeq2
Ma_Br_vs_Fe_Rs_BF	atlas	condition	Fe_Rs_BF	Ma_Br	DE_Ma_Br_vs_Fe_Rs_BF.tsv.gz	DESeq2
Ma_Br_vs_Fe_Rs_SF	atlas	condition	Fe_Rs_SF	Ma_Br	DE_Ma_Br_vs_Fe_Rs_SF.tsv.gz	DESeq2
Ma_Br_vs_Ma_An	atlas	condition	Ma_An	Ma_Br	DE_Ma_Br_vs_Ma_An.tsv.gz	DESeq2
Ma_Br_vs_Ma_At	atlas	condition	Ma_At	Ma_Br	DE_Ma_Br_vs_Ma_At.tsv.gz	DESeq2
Ma_FL_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Ma_FL	DE_Ma_FL_vs_Fe_An_BF.tsv.gz	DESeq2
Ma_FL_vs_Fe_An_O	atlas	condition	Fe_An_O	Ma_FL	DE_Ma_FL_vs_Fe_An_O.tsv.gz	DESeq2
Ma_FL_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Ma_FL	DE_Ma_FL_vs_Fe_An_SF.tsv.gz	DESeq2
Ma_FL_vs_Fe_At_O	atlas	condition	Fe_At_O	Ma_FL	DE_Ma_FL_vs_Fe_At_O.tsv.gz	DESeq2
Ma_FL_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Ma_FL	DE_Ma_FL_vs_Fe_At_SF.tsv.gz	DESeq2
Ma_FL_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Ma_FL	DE_Ma_FL_vs_Fe_Br_BF.tsv.gz	DESeq2
Ma_FL_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Ma_FL	DE_Ma_FL_vs_Fe_Br_O.tsv.gz	DESeq2
Ma_FL_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Ma_FL	DE_Ma_FL_vs_Fe_Br_SF.tsv.gz	DESeq2
Ma_FL_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Ma_FL	DE_Ma_FL_vs_Fe_FL_O.tsv.gz	DESeq2
Ma_FL_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Ma_FL	DE_Ma_FL_vs_Fe_FL_SF.tsv.gz	DESeq2
Ma_FL_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Ma_FL	DE_Ma_FL_vs_Fe_HL_BF.tsv.gz	DESeq2
Ma_FL_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Ma_FL	DE_Ma_FL_vs_Fe_HL_O.tsv.gz	DESeq2
Ma_FL_vs_Fe_HL_SF	atlas	condition	Fe_HL_SF	Ma_FL	DE_Ma_FL_vs_Fe_HL_SF.tsv.gz	DESeq2
Ma_FL_vs_Fe_ML_O	atlas	condition	Fe_ML_O	Ma_FL	DE_Ma_FL_vs_Fe_ML_O.tsv.gz	DESeq2
Ma_FL_vs_Fe_ML_SF	atlas	condition	Fe_ML_SF	Ma_FL	DE_Ma_FL_vs_Fe_ML_SF.tsv.gz	DESeq2
Ma_FL_vs_Fe_Os_SF	atlas	condition	Fe_Os_SF	Ma_FL	DE_Ma_FL_vs_Fe_Os_SF.tsv.gz	DESeq2
Ma_FL_vs_Fe_Ov_O	atlas	condition	Fe_Ov_O	Ma_FL	DE_Ma_FL_vs_Fe_Ov_O.tsv.gz	DESeq2
Ma_FL_vs_Fe_Ov_SF	atlas	condition	Fe_Ov_SF	Ma_FL	DE_Ma_FL_vs_Fe_Ov_SF.tsv.gz	DESeq2
Ma_FL_vs_Fe_Pa_SF	atlas	condition	Fe_Pa_SF	Ma_FL	DE_Ma_FL_vs_Fe_Pa_SF.tsv.gz	DESeq2
Ma_FL_vs_Fe_Rs_BF	atlas	condition	Fe_Rs_BF	Ma_FL	DE_Ma_FL_vs_Fe_Rs_BF.tsv.gz	DESeq2
Ma_FL_vs_Fe_Rs_SF	atlas	condition	Fe_Rs_SF	Ma_FL	DE_Ma_FL_vs_Fe_Rs_SF.tsv.gz	DESeq2
Ma_FL_vs_Ma_An	atlas	condition	Ma_An	Ma_FL	DE_Ma_FL_vs_Ma_An.tsv.gz	DESeq2
Ma_FL_vs_Ma_At	atlas	condition	Ma_At	Ma_FL	DE_Ma_FL_vs_Ma_At.tsv.gz	DESeq2
Ma_FL_vs_Ma_Br	atlas	condition	Ma_Br	Ma_FL	DE_Ma_FL_vs_Ma_Br.tsv.gz	DESeq2
Ma_HL_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Ma_HL	DE_Ma_HL_vs_Fe_An_BF.tsv.gz	DESeq2
Ma_HL_vs_Fe_An_O	atlas	condition	Fe_An_O	Ma_HL	DE_Ma_HL_vs_Fe_An_O.tsv.gz	DESeq2
Ma_HL_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Ma_HL	DE_Ma_HL_vs_Fe_An_SF.tsv.gz	DESeq2
Ma_HL_vs_Fe_At_O	atlas	condition	Fe_At_O	Ma_HL	DE_Ma_HL_vs_Fe_At_O.tsv.gz	DESeq2
Ma_HL_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Ma_HL	DE_Ma_HL_vs_Fe_At_SF.tsv.gz	DESeq2
Ma_HL_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Ma_HL	DE_Ma_HL_vs_Fe_Br_BF.tsv.gz	DESeq2
Ma_HL_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Ma_HL	DE_Ma_HL_vs_Fe_Br_O.tsv.gz	DESeq2
Ma_HL_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Ma_HL	DE_Ma_HL_vs_Fe_Br_SF.tsv.gz	DESeq2
Ma_HL_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Ma_HL	DE_Ma_HL_vs_Fe_FL_O.tsv.gz	DESeq2
Ma_HL_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Ma_HL	DE_Ma_HL_vs_Fe_FL_SF.tsv.gz	DESeq2
Ma_HL_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Ma_HL	DE_Ma_HL_vs_Fe_HL_BF.tsv.gz	DESeq2
Ma_HL_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Ma_HL	DE_Ma_HL_vs_Fe_HL_O.tsv.gz	DESeq2
Ma_HL_vs_Fe_HL_SF	atlas	condition	Fe_HL_SF	Ma_HL	DE_Ma_HL_vs_Fe_HL_SF.tsv.gz	DESeq2
Ma_HL_vs_Fe_ML_O	atlas	condition	Fe_ML_O	Ma_HL	DE_Ma_HL_vs_Fe_ML_O.tsv.gz	DESeq2
Ma_HL_vs_Fe_ML_SF	atlas	condition	Fe_ML_SF	Ma_HL	DE_Ma_HL_vs_Fe_ML_SF.tsv.gz	DESeq2
Ma_HL_vs_Fe_Os_SF	atlas	condition	Fe_Os_SF	Ma_HL	DE_Ma_HL_vs_Fe_Os_SF.tsv.gz	DESeq2
Ma_HL_vs_Fe_Ov_O	atlas	condition	Fe_Ov_O	Ma_HL	DE_Ma_HL_vs_Fe_Ov_O.tsv.gz	DESeq2
Ma_HL_vs_Fe_Ov_SF	atlas	condition	Fe_Ov_SF	Ma_HL	DE_Ma_HL_vs_Fe_Ov_SF.tsv.gz	DESeq2
Ma_HL_vs_Fe_Pa_SF	atlas	condition	Fe_Pa_SF	Ma_HL	DE_Ma_HL_vs_Fe_Pa_SF.tsv.gz	DESeq2
Ma_HL_vs_Fe_Rs_BF	atlas	condition	Fe_Rs_BF	Ma_HL	DE_Ma_HL_vs_Fe_Rs_BF.tsv.gz	DESeq2
Ma_HL_vs_Fe_Rs_SF	atlas	condition	Fe_Rs_SF	Ma_HL	DE_Ma_HL_vs_Fe_Rs_SF.tsv.gz	DESeq2
Ma_HL_vs_Ma_An	atlas	condition	Ma_An	Ma_HL	DE_Ma_HL_vs_Ma_An.tsv.gz	DESeq2
Ma_HL_vs_Ma_At	atlas	condition	Ma_At	Ma_HL	DE_Ma_HL_vs_Ma_At.tsv.gz	DESeq2
Ma_HL_vs_Ma_Br	atlas	condition	Ma_Br	Ma_HL	DE_Ma_HL_vs_Ma_Br.tsv.gz	DESeq2
