contrast_id	dataset_key	variable	reference	target	result_file	method
Fe_FL_O_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Fe_FL_O	DE_Fe_FL_O_vs_Fe_Br_BF.tsv.gz	DESeq2
Fe_FL_O_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Fe_FL_O	DE_Fe_FL_O_vs_Fe_Br_O.tsv.gz	DESeq2
Fe_FL_O_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Fe_FL_O	DE_Fe_FL_O_vs_Fe_Br_SF.tsv.gz	DESeq2
Fe_FL_SF_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Fe_FL_SF	DE_Fe_FL_SF_vs_Fe_An_BF.tsv.gz	DESeq2
Fe_FL_SF_vs_Fe_An_O	atlas	condition	Fe_An_O	Fe_FL_SF	DE_Fe_FL_SF_vs_Fe_An_O.tsv.gz	DESeq2
Fe_FL_SF_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Fe_FL_SF	DE_Fe_FL_SF_vs_Fe_An_SF.tsv.gz	DESeq2
Fe_FL_SF_vs_Fe_At_O	atlas	condition	Fe_At_O	Fe_FL_SF	DE_Fe_FL_SF_vs_Fe_At_O.tsv.gz	DESeq2
Fe_FL_SF_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Fe_FL_SF	DE_Fe_FL_SF_vs_Fe_At_SF.tsv.gz	DESeq2
Fe_FL_SF_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Fe_FL_SF	DE_Fe_FL_SF_vs_Fe_Br_BF.tsv.gz	DESeq2
Fe_FL_SF_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Fe_FL_SF	DE_Fe_FL_SF_vs_Fe_Br_O.tsv.gz	DESeq2
Fe_FL_SF_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Fe_FL_SF	DE_Fe_FL_SF_vs_Fe_Br_SF.tsv.gz	DESeq2
Fe_FL_SF_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Fe_FL_SF	DE_Fe_FL_SF_vs_Fe_FL_O.tsv.gz	DESeq2
Fe_HL_BF_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Fe_HL_BF	DE_Fe_HL_BF_vs_Fe_An_BF.tsv.gz	DESeq2
Fe_HL_BF_vs_Fe_An_O	atlas	condition	Fe_An_O	Fe_HL_BF	DE_Fe_HL_BF_vs_Fe_An_O.tsv.gz	DESeq2
Fe_HL_BF_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Fe_HL_BF	DE_Fe_HL_BF_vs_Fe_An_SF.tsv.gz	DESeq2
Fe_HL_BF_vs_Fe_At_O	atlas	condition	Fe_At_O	Fe_HL_BF	DE_Fe_HL_BF_vs_Fe_At_O.tsv.gz	DESeq2
Fe_HL_BF_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Fe_HL_BF	DE_Fe_HL_BF_vs_Fe_At_SF.tsv.gz	DESeq2
Fe_HL_BF_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Fe_HL_BF	DE_Fe_HL_BF_vs_Fe_Br_BF.tsv.gz	DESeq2
Fe_HL_BF_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Fe_HL_BF	DE_Fe_HL_BF_vs_Fe_Br_O.tsv.gz	DESeq2
Fe_HL_BF_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Fe_HL_BF	DE_Fe_HL_BF_vs_Fe_Br_SF.tsv.gz	DESeq2
Fe_HL_BF_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Fe_HL_BF	DE_Fe_HL_BF_vs_Fe_FL_O.tsv.gz	DESeq2
Fe_HL_BF_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Fe_HL_BF	DE_Fe_HL_BF_vs_Fe_FL_SF.tsv.gz	DESeq2
Fe_HL_O_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Fe_HL_O	DE_Fe_HL_O_vs_Fe_An_BF.tsv.gz	DESeq2
Fe_HL_O_vs_Fe_An_O	atlas	condition	Fe_An_O	Fe_HL_O	DE_Fe_HL_O_vs_Fe_An_O.tsv.gz	DESeq2
Fe_HL_O_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Fe_HL_O	DE_Fe_HL_O_vs_Fe_An_SF.tsv.gz	DESeq2
Fe_HL_O_vs_Fe_At_O	atlas	condition	Fe_At_O	Fe_HL_O	DE_Fe_HL_O_vs_Fe_At_O.tsv.gz	DESeq2
Fe_HL_O_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Fe_HL_O	DE_Fe_HL_O_vs_Fe_At_SF.tsv.gz	DESeq2
Fe_HL_O_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Fe_HL_O	DE_Fe_HL_O_vs_Fe_Br_BF.tsv.gz	DESeq2
Fe_HL_O_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Fe_HL_O	DE_Fe_HL_O_vs_Fe_Br_O.tsv.gz	DESeq2
Fe_HL_O_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Fe_HL_O	DE_Fe_HL_O_vs_Fe_Br_SF.tsv.gz	DESeq2
Fe_HL_O_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Fe_HL_O	DE_Fe_HL_O_vs_Fe_FL_O.tsv.gz	DESeq2
Fe_HL_O_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Fe_HL_O	DE_Fe_HL_O_vs_Fe_FL_SF.tsv.gz	DESeq2
Fe_HL_O_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Fe_HL_O	DE_Fe_HL_O_vs_Fe_HL_BF.tsv.gz	DESeq2
Fe_HL_SF_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Fe_HL_SF	DE_Fe_HL_SF_vs_Fe_An_BF.tsv.gz	DESeq2
Fe_HL_SF_vs_Fe_An_O	atlas	condition	Fe_An_O	Fe_HL_SF	DE_Fe_HL_SF_vs_Fe_An_O.tsv.gz	DESeq2
Fe_HL_SF_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Fe_HL_SF	DE_Fe_HL_SF_vs_Fe_An_SF.tsv.gz	DESeq2
Fe_HL_SF_vs_Fe_At_O	atlas	condition	Fe_At_O	Fe_HL_SF	DE_Fe_HL_SF_vs_Fe_At_O.tsv.gz	DESeq2
Fe_HL_SF_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Fe_HL_SF	DE_Fe_HL_SF_vs_Fe_At_SF.tsv.gz	DESeq2
Fe_HL_SF_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Fe_HL_SF	DE_Fe_HL_SF_vs_Fe_Br_BF.tsv.gz	DESeq2
Fe_HL_SF_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Fe_HL_SF	DE_Fe_HL_SF_vs_Fe_Br_O.tsv.gz	DESeq2
Fe_HL_SF_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Fe_HL_SF	DE_Fe_HL_SF_vs_Fe_Br_SF.tsv.gz	DESeq2
Fe_HL_SF_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Fe_HL_SF	DE_Fe_HL_SF_vs_Fe_FL_O.tsv.gz	DESeq2
Fe_HL_SF_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Fe_HL_SF	DE_Fe_HL_SF_vs_Fe_FL_SF.tsv.gz	DESeq2
Fe_HL_SF_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Fe_HL_SF	DE_Fe_HL_SF_vs_Fe_HL_BF.tsv.gz	DESeq2
Fe_HL_SF_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Fe_HL_SF	DE_Fe_HL_SF_vs_Fe_HL_O.tsv.gz	DESeq2
Fe_ML_O_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Fe_ML_O	DE_Fe_ML_O_vs_Fe_An_BF.tsv.gz	DESeq2
Fe_ML_O_vs_Fe_An_O	atlas	condition	Fe_An_O	Fe_ML_O	DE_Fe_ML_O_vs_Fe_An_O.tsv.gz	DESeq2
Fe_ML_O_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Fe_ML_O	DE_Fe_ML_O_vs_Fe_An_SF.tsv.gz	DESeq2
Fe_ML_O_vs_Fe_At_O	atlas	condition	Fe_At_O	Fe_ML_O	DE_Fe_ML_O_vs_Fe_At_O.tsv.gz	DESeq2
Fe_ML_O_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Fe_ML_O	DE_Fe_ML_O_vs_Fe_At_SF.tsv.gz	DESeq2
Fe_ML_O_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Fe_ML_O	DE_Fe_ML_O_vs_Fe_Br_BF.tsv.gz	DESeq2
Fe_ML_O_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Fe_ML_O	DE_Fe_ML_O_vs_Fe_Br_O.tsv.gz	DESeq2
Fe_ML_O_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Fe_ML_O	DE_Fe_ML_O_vs_Fe_Br_SF.tsv.gz	DESeq2
Fe_ML_O_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Fe_ML_O	DE_Fe_ML_O_vs_Fe_FL_O.tsv.gz	DESeq2
Fe_ML_O_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Fe_ML_O	DE_Fe_ML_O_vs_Fe_FL_SF.tsv.gz	DESeq2
Fe_ML_O_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Fe_ML_O	DE_Fe_ML_O_vs_Fe_HL_BF.tsv.gz	DESeq2
Fe_ML_O_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Fe_ML_O	DE_Fe_ML_O_vs_Fe_HL_O.tsv.gz	DESeq2
Fe_ML_O_vs_Fe_HL_SF	atlas	condition	Fe_HL_SF	Fe_ML_O	DE_Fe_ML_O_vs_Fe_HL_SF.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_An_BF.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_An_O	atlas	condition	Fe_An_O	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_An_O.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_An_SF.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_At_O	atlas	condition	Fe_At_O	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_At_O.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_At_SF.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_Br_BF.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_Br_O.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_Br_SF.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_FL_O.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_FL_SF.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_HL_BF.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_HL_O.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_HL_SF	atlas	condition	Fe_HL_SF	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_HL_SF.tsv.gz	DESeq2
Fe_ML_SF_vs_Fe_ML_O	atlas	condition	Fe_ML_O	Fe_ML_SF	DE_Fe_ML_SF_vs_Fe_ML_O.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_An_BF.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_An_O	atlas	condition	Fe_An_O	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_An_O.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_An_SF.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_At_O	atlas	condition	Fe_At_O	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_At_O.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_At_SF.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_Br_BF.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_Br_O.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_Br_SF.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_FL_O.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_FL_SF.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_HL_BF.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_HL_O.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_HL_SF	atlas	condition	Fe_HL_SF	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_HL_SF.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_ML_O	atlas	condition	Fe_ML_O	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_ML_O.tsv.gz	DESeq2
Fe_Os_SF_vs_Fe_ML_SF	atlas	condition	Fe_ML_SF	Fe_Os_SF	DE_Fe_Os_SF_vs_Fe_ML_SF.tsv.gz	DESeq2
Fe_Ov_O_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Fe_Ov_O	DE_Fe_Ov_O_vs_Fe_An_BF.tsv.gz	DESeq2
Fe_Ov_O_vs_Fe_An_O	atlas	condition	Fe_An_O	Fe_Ov_O	DE_Fe_Ov_O_vs_Fe_An_O.tsv.gz	DESeq2
Fe_Ov_O_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Fe_Ov_O	DE_Fe_Ov_O_vs_Fe_An_SF.tsv.gz	DESeq2
Fe_Ov_O_vs_Fe_At_O	atlas	condition	Fe_At_O	Fe_Ov_O	DE_Fe_Ov_O_vs_Fe_At_O.tsv.gz	DESeq2
Fe_Ov_O_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Fe_Ov_O	DE_Fe_Ov_O_vs_Fe_At_SF.tsv.gz	DESeq2
Fe_Ov_O_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Fe_Ov_O	DE_Fe_Ov_O_vs_Fe_Br_BF.tsv.gz	DESeq2
Fe_Ov_O_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Fe_Ov_O	DE_Fe_Ov_O_vs_Fe_Br_O.tsv.gz	DESeq2
Fe_Ov_O_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Fe_Ov_O	DE_Fe_Ov_O_vs_Fe_Br_SF.tsv.gz	DESeq2
